Publication,Type,Method,Period,Revenue,Subscribers,Subscriptions,ARPU,Cancelations,Reason,Voluntary Churn,Involuntary Churn
All,All,All,2024-10-16,1138,2271,11355,0.5011008366358433,227,Expired CC,Yes,No
All,All,All,2024-10-17,1288,782,4692,1.6470588235294117,78,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1057,2826,28260,0.3740268931351734,282,Expired CC,No,Yes
All,All,All,2024-10-19,1462,261,783,5.601532567049809,26,Deaseaed,Yes,No
All,All,All,2024-10-20,1259,2749,19243,0.457984721716988,274,Expired CC,Yes,Yes
All,All,All,2024-10-21,1068,2101,8404,0.5083293669681104,210,Deaseaed,No,Yes
All,All,All,2024-10-22,1499,1634,13072,0.9173806609547124,163,Expired CC,Yes,No
All,All,All,2024-10-23,1200,1106,6636,1.0849909584086799,110,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1054,1566,6264,0.6730523627075351,156,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1180,1611,11277,0.7324643078833023,161,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1371,2655,23895,0.5163841807909605,265,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1181,1350,5400,0.8748148148148148,135,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1457,2104,18936,0.6924904942965779,210,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1295,710,5680,1.823943661971831,71,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1375,1774,15966,0.7750845546786922,177,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1053,1822,7288,0.5779363336992316,182,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1054,1566,6264,0.6730523627075351,156,Expired CC,Yes,No
All,All,All,2024-10-17,1180,1611,11277,0.7324643078833023,161,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1371,2655,23895,0.5163841807909605,265,Expired CC,No,Yes
All,All,All,2024-10-19,1181,1350,5400,0.8748148148148148,135,Deaseaed,Yes,No
All,All,All,2024-10-20,1457,2104,18936,0.6924904942965779,210,Expired CC,Yes,Yes
All,All,All,2024-10-21,1295,710,5680,1.823943661971831,71,Deaseaed,No,Yes
All,All,All,2024-10-22,1375,1774,15966,0.7750845546786922,177,Expired CC,Yes,No
All,All,All,2024-10-23,1053,1822,7288,0.5779363336992316,182,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1048,2863,8589,0.366049598323437,286,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1306,1718,8590,0.760186263096624,171,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1303,444,3108,2.934684684684685,44,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1043,2675,18725,0.3899065420560748,267,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1149,1762,15858,0.6520998864926221,176,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1007,2171,2171,0.463841547673883,217,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1480,1948,3896,0.7597535934291582,194,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1406,968,5808,1.4524793388429753,96,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1048,2863,8589,0.366049598323437,286,Expired CC,Yes,No
All,All,All,2024-10-17,1306,1718,8590,0.760186263096624,171,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1303,444,3108,2.934684684684685,44,Expired CC,No,Yes
All,All,All,2024-10-19,1043,2675,18725,0.3899065420560748,267,Deaseaed,Yes,No
All,All,All,2024-10-20,1149,1762,15858,0.6520998864926221,176,Expired CC,Yes,Yes
All,All,All,2024-10-21,1007,2171,2171,0.463841547673883,217,Deaseaed,No,Yes
All,All,All,2024-10-22,1480,1948,3896,0.7597535934291582,194,Expired CC,Yes,No
All,All,All,2024-10-23,1406,968,5808,1.4524793388429753,96,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1488,1263,10104,1.178147268408551,126,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1271,1231,12310,1.032493907392364,123,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1308,267,2403,4.898876404494382,26,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1326,624,5616,2.125,62,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1012,699,699,1.447782546494993,69,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1266,1161,2322,1.0904392764857882,116,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1088,1672,11704,0.6507177033492823,167,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1178,482,964,2.4439834024896268,48,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1488,1263,10104,1.178147268408551,126,Expired CC,Yes,No
All,All,All,2024-10-17,1271,1231,12310,1.032493907392364,123,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1308,267,2403,4.898876404494382,26,Expired CC,No,Yes
All,All,All,2024-10-19,1326,624,5616,2.125,62,Deaseaed,Yes,No
All,All,All,2024-10-20,1012,699,699,1.447782546494993,69,Expired CC,Yes,Yes
All,All,All,2024-10-21,1266,1161,2322,1.0904392764857882,116,Deaseaed,No,Yes
All,All,All,2024-10-22,1088,1672,11704,0.6507177033492823,167,Expired CC,Yes,No
All,All,All,2024-10-23,1178,482,964,2.4439834024896268,48,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1404,2283,9132,0.6149802890932983,228,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1120,2793,11172,0.40100250626566414,279,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1197,2669,10676,0.4484825777444736,266,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1206,179,1790,6.737430167597766,17,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1350,1556,1556,0.8676092544987146,155,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1154,739,5912,1.5615696887686061,73,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1334,2430,17010,0.5489711934156378,243,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1186,1469,1469,0.807351940095303,146,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1404,2283,9132,0.6149802890932983,228,Expired CC,Yes,No
All,All,All,2024-10-17,1120,2793,11172,0.40100250626566414,279,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1197,2669,10676,0.4484825777444736,266,Expired CC,No,Yes
All,All,All,2024-10-19,1206,179,1790,6.737430167597766,17,Deaseaed,Yes,No
All,All,All,2024-10-20,1350,1556,1556,0.8676092544987146,155,Expired CC,Yes,Yes
All,All,All,2024-10-21,1154,739,5912,1.5615696887686061,73,Deaseaed,No,Yes
All,All,All,2024-10-22,1334,2430,17010,0.5489711934156378,243,Expired CC,Yes,No
All,All,All,2024-10-23,1186,1469,1469,0.807351940095303,146,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1277,2215,8860,0.5765237020316027,221,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1385,1397,2794,0.9914101646385111,139,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1055,1362,6810,0.7745961820851689,136,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1442,2636,26360,0.547040971168437,263,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1345,950,6650,1.4157894736842105,95,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1484,1475,11800,1.0061016949152541,147,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1418,787,3935,1.8017789072426937,78,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1174,2301,16107,0.510212950890917,230,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1277,2215,8860,0.5765237020316027,221,Expired CC,Yes,No
All,All,All,2024-10-17,1385,1397,2794,0.9914101646385111,139,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1055,1362,6810,0.7745961820851689,136,Expired CC,No,Yes
All,All,All,2024-10-19,1442,2636,26360,0.547040971168437,263,Deaseaed,Yes,No
All,All,All,2024-10-20,1345,950,6650,1.4157894736842105,95,Expired CC,Yes,Yes
All,All,All,2024-10-21,1484,1475,11800,1.0061016949152541,147,Deaseaed,No,Yes
All,All,All,2024-10-22,1418,787,3935,1.8017789072426937,78,Expired CC,Yes,No
All,All,All,2024-10-23,1174,2301,16107,0.510212950890917,230,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1409,1958,11748,0.719611848825332,195,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1243,432,1728,2.877314814814815,43,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1174,862,862,1.3619489559164732,86,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1461,2262,11310,0.6458885941644562,226,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1438,2875,14375,0.5001739130434782,287,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1497,1913,5739,0.78254051228437,191,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1443,2975,20825,0.4850420168067227,297,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1182,2385,9540,0.49559748427672956,238,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1409,1958,11748,0.719611848825332,195,Expired CC,Yes,No
All,All,All,2024-10-17,1243,432,1728,2.877314814814815,43,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1174,862,862,1.3619489559164732,86,Expired CC,No,Yes
All,All,All,2024-10-19,1461,2262,11310,0.6458885941644562,226,Deaseaed,Yes,No
All,All,All,2024-10-20,1438,2875,14375,0.5001739130434782,287,Expired CC,Yes,Yes
All,All,All,2024-10-21,1497,1913,5739,0.78254051228437,191,Deaseaed,No,Yes
All,All,All,2024-10-22,1443,2975,20825,0.4850420168067227,297,Expired CC,Yes,No
All,All,All,2024-10-23,1182,2385,9540,0.49559748427672956,238,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1397,2064,4128,0.6768410852713178,206,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1470,2476,14856,0.5936995153473344,247,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1177,238,714,4.945378151260504,23,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1126,1652,9912,0.6815980629539952,165,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1064,956,5736,1.112970711297071,95,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1454,2968,2968,0.4898921832884097,296,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1069,2121,21210,0.504007543611504,212,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1017,280,2240,3.632142857142857,28,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1397,2064,4128,0.6768410852713178,206,Expired CC,Yes,No
All,All,All,2024-10-17,1470,2476,14856,0.5936995153473344,247,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1177,238,714,4.945378151260504,23,Expired CC,No,Yes
All,All,All,2024-10-19,1126,1652,9912,0.6815980629539952,165,Deaseaed,Yes,No
All,All,All,2024-10-20,1064,956,5736,1.112970711297071,95,Expired CC,Yes,Yes
All,All,All,2024-10-21,1454,2968,2968,0.4898921832884097,296,Deaseaed,No,Yes
All,All,All,2024-10-22,1069,2121,21210,0.504007543611504,212,Expired CC,Yes,No
All,All,All,2024-10-23,1017,280,2240,3.632142857142857,28,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1402,2503,15018,0.5601278465840991,250,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1432,1846,12922,0.7757313109425785,184,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1189,1909,3818,0.6228391828182295,190,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1473,463,2315,3.1814254859611233,46,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1471,2277,15939,0.6460254721124287,227,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1092,1931,1931,0.5655100983946142,193,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1032,688,3440,1.5,68,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1094,2583,15498,0.4235385210994967,258,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1402,2503,15018,0.5601278465840991,250,Expired CC,Yes,No
All,All,All,2024-10-17,1432,1846,12922,0.7757313109425785,184,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1189,1909,3818,0.6228391828182295,190,Expired CC,No,Yes
All,All,All,2024-10-19,1473,463,2315,3.1814254859611233,46,Deaseaed,Yes,No
All,All,All,2024-10-20,1471,2277,15939,0.6460254721124287,227,Expired CC,Yes,Yes
All,All,All,2024-10-21,1092,1931,1931,0.5655100983946142,193,Deaseaed,No,Yes
All,All,All,2024-10-22,1032,688,3440,1.5,68,Expired CC,Yes,No
All,All,All,2024-10-23,1094,2583,15498,0.4235385210994967,258,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1255,1657,13256,0.7573928786964393,165,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1277,2913,20391,0.43837967730861654,291,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1057,2762,8286,0.38269370021723387,276,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1368,1652,3304,0.8280871670702179,165,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1008,2880,17280,0.35,288,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1283,1568,6272,0.8182397959183674,156,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1237,2870,5740,0.43101045296167245,287,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1243,1512,13608,0.8220899470899471,151,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1255,1657,13256,0.7573928786964393,165,Expired CC,Yes,No
All,All,All,2024-10-17,1277,2913,20391,0.43837967730861654,291,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1057,2762,8286,0.38269370021723387,276,Expired CC,No,Yes
All,All,All,2024-10-19,1368,1652,3304,0.8280871670702179,165,Deaseaed,Yes,No
All,All,All,2024-10-20,1008,2880,17280,0.35,288,Expired CC,Yes,Yes
All,All,All,2024-10-21,1283,1568,6272,0.8182397959183674,156,Deaseaed,No,Yes
All,All,All,2024-10-22,1237,2870,5740,0.43101045296167245,287,Expired CC,Yes,No
All,All,All,2024-10-23,1243,1512,13608,0.8220899470899471,151,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1039,252,1008,4.123015873015873,25,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1337,2857,5714,0.4679733986699335,285,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1378,1879,5637,0.7333688131985099,187,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1250,892,5352,1.4013452914798206,89,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1345,1886,9430,0.7131495227995758,188,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1037,2070,2070,0.5009661835748792,207,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1499,1941,11646,0.7722823286965482,194,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1319,874,7866,1.5091533180778032,87,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1039,252,1008,4.123015873015873,25,Expired CC,Yes,No
All,All,All,2024-10-17,1337,2857,5714,0.4679733986699335,285,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1378,1879,5637,0.7333688131985099,187,Expired CC,No,Yes
All,All,All,2024-10-19,1250,892,5352,1.4013452914798206,89,Deaseaed,Yes,No
All,All,All,2024-10-20,1345,1886,9430,0.7131495227995758,188,Expired CC,Yes,Yes
All,All,All,2024-10-21,1037,2070,2070,0.5009661835748792,207,Deaseaed,No,Yes
All,All,All,2024-10-22,1499,1941,11646,0.7722823286965482,194,Expired CC,Yes,No
All,All,All,2024-10-23,1319,874,7866,1.5091533180778032,87,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1164,2016,8064,0.5773809523809523,201,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1020,1333,10664,0.7651912978244562,133,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1100,1065,3195,1.0328638497652582,106,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1435,958,2874,1.4979123173277662,95,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1021,589,1767,1.733446519524618,58,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1022,381,3048,2.6824146981627295,38,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1461,904,8136,1.616150442477876,90,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1482,110,110,13.472727272727273,11,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1164,2016,8064,0.5773809523809523,201,Expired CC,Yes,No
All,All,All,2024-10-17,1020,1333,10664,0.7651912978244562,133,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1100,1065,3195,1.0328638497652582,106,Expired CC,No,Yes
All,All,All,2024-10-19,1435,958,2874,1.4979123173277662,95,Deaseaed,Yes,No
All,All,All,2024-10-20,1021,589,1767,1.733446519524618,58,Expired CC,Yes,Yes
All,All,All,2024-10-21,1022,381,3048,2.6824146981627295,38,Deaseaed,No,Yes
All,All,All,2024-10-22,1461,904,8136,1.616150442477876,90,Expired CC,Yes,No
All,All,All,2024-10-23,1482,110,110,13.472727272727273,11,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1319,1458,7290,0.9046639231824417,145,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1100,353,1765,3.1161473087818696,35,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1299,2715,5430,0.47845303867403316,271,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1006,1835,14680,0.5482288828337875,183,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1129,2542,7626,0.44413847364280096,254,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1304,2355,11775,0.5537154989384289,235,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1488,1212,7272,1.2277227722772277,121,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1162,408,3672,2.8480392156862746,40,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1319,1458,7290,0.9046639231824417,145,Expired CC,Yes,No
All,All,All,2024-10-17,1100,353,1765,3.1161473087818696,35,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1299,2715,5430,0.47845303867403316,271,Expired CC,No,Yes
All,All,All,2024-10-19,1006,1835,14680,0.5482288828337875,183,Deaseaed,Yes,No
All,All,All,2024-10-20,1129,2542,7626,0.44413847364280096,254,Expired CC,Yes,Yes
All,All,All,2024-10-21,1304,2355,11775,0.5537154989384289,235,Deaseaed,No,Yes
All,All,All,2024-10-22,1488,1212,7272,1.2277227722772277,121,Expired CC,Yes,No
All,All,All,2024-10-23,1162,408,3672,2.8480392156862746,40,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1136,2340,23400,0.48547008547008547,234,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1120,1237,11133,0.9054163298302345,123,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1047,1308,2616,0.8004587155963303,130,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1074,2943,5886,0.36493374108053006,294,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1397,2185,15295,0.6393592677345538,218,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1071,1061,8488,1.0094250706880301,106,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1229,383,3447,3.2088772845953004,38,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1366,1120,6720,1.2196428571428573,112,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1136,2340,23400,0.48547008547008547,234,Expired CC,Yes,No
All,All,All,2024-10-17,1120,1237,11133,0.9054163298302345,123,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1047,1308,2616,0.8004587155963303,130,Expired CC,No,Yes
All,All,All,2024-10-19,1074,2943,5886,0.36493374108053006,294,Deaseaed,Yes,No
All,All,All,2024-10-20,1397,2185,15295,0.6393592677345538,218,Expired CC,Yes,Yes
All,All,All,2024-10-21,1071,1061,8488,1.0094250706880301,106,Deaseaed,No,Yes
All,All,All,2024-10-22,1229,383,3447,3.2088772845953004,38,Expired CC,Yes,No
All,All,All,2024-10-23,1366,1120,6720,1.2196428571428573,112,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1179,550,2750,2.1436363636363636,55,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1444,2859,5718,0.5050717033927947,285,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1301,2969,2969,0.4381946783428764,296,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1332,1503,15030,0.8862275449101796,150,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1045,2889,23112,0.36171685704395984,288,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1243,1052,1052,1.1815589353612168,105,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1496,1320,10560,1.1333333333333333,132,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1214,2110,21100,0.5753554502369668,211,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1179,550,2750,2.1436363636363636,55,Expired CC,Yes,No
All,All,All,2024-10-17,1444,2859,5718,0.5050717033927947,285,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1301,2969,2969,0.4381946783428764,296,Expired CC,No,Yes
All,All,All,2024-10-19,1332,1503,15030,0.8862275449101796,150,Deaseaed,Yes,No
All,All,All,2024-10-20,1045,2889,23112,0.36171685704395984,288,Expired CC,Yes,Yes
All,All,All,2024-10-21,1243,1052,1052,1.1815589353612168,105,Deaseaed,No,Yes
All,All,All,2024-10-22,1496,1320,10560,1.1333333333333333,132,Expired CC,Yes,No
All,All,All,2024-10-23,1214,2110,21100,0.5753554502369668,211,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1314,2813,5626,0.4671169569854248,281,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1338,600,4200,2.23,60,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1183,1282,3846,0.9227769110764431,128,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1311,948,5688,1.3829113924050633,94,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1453,2922,11688,0.4972621492128679,292,Expired CC,Yes,Yes
BL,Individual,Print,2024-10-21,1119,1038,6228,1.0780346820809248,103,Deaseaed,No,Yes
FM,Individual,Digital,2024-10-22,1055,227,908,4.647577092511013,22,Expired CC,Yes,No
BD,Individual,Digital,2024-10-23,1484,2252,9008,0.6589698046181173,225,Deaseaed,Yes,Yes
All,All,All,2024-10-16,1314,2813,5626,0.4671169569854248,281,Expired CC,Yes,No
All,All,All,2024-10-17,1338,600,4200,2.23,60,Deaseaed,Yes,Yes
All,All,All,2024-10-18,1183,1282,3846,0.9227769110764431,128,Expired CC,No,Yes
All,All,All,2024-10-19,1311,948,5688,1.3829113924050633,94,Deaseaed,Yes,No
All,All,All,2024-10-20,1453,2922,11688,0.4972621492128679,292,Expired CC,Yes,Yes
All,All,All,2024-10-21,1119,1038,6228,1.0780346820809248,103,Deaseaed,No,Yes
All,All,All,2024-10-22,1055,227,908,4.647577092511013,22,Expired CC,Yes,No
All,All,All,2024-10-23,1484,2252,9008,0.6589698046181173,225,Deaseaed,Yes,Yes
ST,Corporate,Digital,2024-10-16,1461,2588,7764,0.5645285935085008,258,Expired CC,Yes,No
BL,Corporate,Digital,2024-10-17,1352,1087,2174,1.2437902483900645,108,Deaseaed,Yes,Yes
FM,Corporate,Print,2024-10-18,1495,1852,18520,0.8072354211663066,185,Expired CC,No,Yes
BD,Corporate,Digital,2024-10-19,1012,154,308,6.571428571428571,15,Deaseaed,Yes,No
ST,Individual,Digital,2024-10-20,1342,2173,13038,0.6175793833410033,217,Expired CC,Yes,Yes
